x1,y1,z1,hemisphere1,network1,network_id1,image1,mdsx1,mdsy1,color1,x2,y2,z2,hemisphere2,network2,network_id2,image2,mdsx2,mdsy2,color2,corr
43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.56
43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.561
39.57,-66.13,-3.61,R,Second-Visual,2,roi564.png,-43.008,39.838,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39.57,-66.13,-3.61,R,Second-Visual,2,roi564.png,-43.008,39.838,#393FAC
40.44,-65.64,21.76,R,Second-Visual,2,roi476.png,-44.694,40.875,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40.44,-65.64,21.76,R,Second-Visual,2,roi476.png,-44.694,40.875,#393FAC
17.27,-63.85,16.92,R,Second-Visual,2,roi574.png,-42.974,17.641,#393FAC,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.557
17.27,-63.85,16.92,R,Second-Visual,2,roi574.png,-42.974,17.641,#393FAC,18.34,-69.19,26.25,R,Second-Visual,2,roi575.png,-49.077,18.884,#393FAC,0.601
8.84,-58.2,-1.27,R,Second-Visual,2,roi326.png,-35.95,8.971,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.84,-58.2,-1.27,R,Second-Visual,2,roi326.png,-35.95,8.971,#393FAC
38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.635
38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.592
38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,0.622
26.99,-54.6,-13.15,R,Second-Visual,2,roi538.png,-30.961,26.961,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.99,-54.6,-13.15,R,Second-Visual,2,roi538.png,-30.961,26.961,#393FAC
26.61,-53.95,-4.17,R,Second-Visual,2,roi557.png,-31.097,26.631,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.61,-53.95,-4.17,R,Second-Visual,2,roi557.png,-31.097,26.631,#393FAC
16.19,-53.17,3.44,R,Second-Visual,2,roi325.png,-31.195,16.251,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.19,-53.17,3.44,R,Second-Visual,2,roi325.png,-31.195,16.251,#393FAC
22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.582
22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.533
22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.574
22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.59
22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.605
13.16,-52.34,57.76,R,Second-Visual,2,roi441.png,-35.123,13.583,#393FAC,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.58
13.16,-52.34,57.76,R,Second-Visual,2,roi441.png,-35.123,13.583,#393FAC,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,0.562
-40.11,-44.96,-19.26,L,Second-Visual,2,roi239.png,-22.226,-40.361,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-40.11,-44.96,-19.26,L,Second-Visual,2,roi239.png,-22.226,-40.361,#393FAC
-31.46,-53.1,-15.8,L,Second-Visual,2,roi224.png,-30.453,-31.524,#393FAC,38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,0.568
-10.51,-54.17,-0.38,L,Second-Visual,2,roi019.png,-32.415,-10.45,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-10.51,-54.17,-0.38,L,Second-Visual,2,roi019.png,-32.415,-10.45,#393FAC
-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,4.49,-52.97,46.24,R,Frontal-Parietal,3,roi453.png,-34.936,4.848,#FFFB00,-0.38
-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.532
-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.536
-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.578
-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,0.612
-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,13.16,-52.34,57.76,R,Second-Visual,2,roi441.png,-35.123,13.583,#393FAC,0.567
-16.01,-59.23,4.1,L,Second-Visual,2,roi012.png,-37.957,-15.815,#393FAC,16.19,-53.17,3.44,R,Second-Visual,2,roi325.png,-31.195,16.251,#393FAC,0.567
-16.01,-59.23,4.1,L,Second-Visual,2,roi012.png,-37.957,-15.815,#393FAC,-10.51,-54.17,-0.38,L,Second-Visual,2,roi019.png,-32.415,-10.45,#393FAC,0.555
-20.71,-61.48,-5.52,L,Second-Visual,2,roi005.png,-39.465,-20.535,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-20.71,-61.48,-5.52,L,Second-Visual,2,roi005.png,-39.465,-20.535,#393FAC
-12.78,-64.34,12.22,L,Second-Visual,2,roi263.png,-43.681,-12.425,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-12.78,-64.34,12.22,L,Second-Visual,2,roi263.png,-43.681,-12.425,#393FAC
-6.73,-67.35,-1.38,L,Second-Visual,2,roi013.png,-45.378,-6.411,#393FAC,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,0.627
-19.23,-72.1,36.37,L,Second-Visual,2,roi130.png,-53.63,-18.548,#393FAC,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.57
-19.23,-72.1,36.37,L,Second-Visual,2,roi130.png,-53.63,-18.548,#393FAC,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.578
-34.89,-73.33,-4.62,L,Second-Visual,2,roi249.png,-51.64,-34.466,#393FAC,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.583
-34.89,-73.33,-4.62,L,Second-Visual,2,roi249.png,-51.64,-34.466,#393FAC,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.612
-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.544
-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.591
-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.602
-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,0.599
-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,0.531
-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,0.567
-21.43,-74.63,-10.34,L,Second-Visual,2,roi223.png,-52.161,-21.022,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-21.43,-74.63,-10.34,L,Second-Visual,2,roi223.png,-52.161,-21.022,#393FAC
-14.4,-76.67,26.42,L,Second-Visual,2,roi133.png,-57.222,-13.696,#393FAC,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.598
-14.4,-76.67,26.42,L,Second-Visual,2,roi133.png,-57.222,-13.696,#393FAC,18.34,-69.19,26.25,R,Second-Visual,2,roi575.png,-49.077,18.884,#393FAC,0.53
-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.529
-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.635
-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,0.536
-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,13.16,-52.34,57.76,R,Second-Visual,2,roi441.png,-35.123,13.583,#393FAC,0.552
-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,0.595
-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,-19.23,-72.1,36.37,L,Second-Visual,2,roi130.png,-53.63,-18.548,#393FAC,0.559
-12.86,-79.22,-10.88,L,Second-Visual,2,roi255.png,-56.508,-12.365,#393FAC,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,0.539
-12.86,-79.22,-10.88,L,Second-Visual,2,roi255.png,-56.508,-12.365,#393FAC,-6.73,-67.35,-1.38,L,Second-Visual,2,roi013.png,-45.378,-6.411,#393FAC,0.551
-12.86,-79.22,-10.88,L,Second-Visual,2,roi255.png,-56.508,-12.365,#393FAC,-21.43,-74.63,-10.34,L,Second-Visual,2,roi223.png,-52.161,-21.022,#393FAC,0.611
-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.556
-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,0.555
-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,-34.89,-73.33,-4.62,L,Second-Visual,2,roi249.png,-51.64,-34.466,#393FAC,0.533
-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,0.622
-2.31,-79.71,29.06,L,Second-Visual,2,roi261.png,-60.227,-1.529,#393FAC,5.75,-81.17,23.61,R,Second-Visual,2,roi572.png,-61.043,6.521,#393FAC,0.576
-10.88,-81.37,40.56,L,Second-Visual,2,roi138.png,-63.052,-9.983,#393FAC,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.556
-10.88,-81.37,40.56,L,Second-Visual,2,roi138.png,-63.052,-9.983,#393FAC,-14.4,-76.67,26.42,L,Second-Visual,2,roi133.png,-57.222,-13.696,#393FAC,0.53
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,20.64,-86.51,33.21,R,Second-Visual,2,roi445.png,-66.882,21.583,#393FAC,0.533
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.555
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.648
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.616
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.531
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,0.607
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,0.623
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,-31.46,-53.1,-15.8,L,Second-Visual,2,roi224.png,-30.453,-31.524,#393FAC,0.535
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,0.616
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,20.64,-86.51,33.21,R,Second-Visual,2,roi445.png,-66.882,21.583,#393FAC,0.557
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.585
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.552
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.612
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.581
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,0.543
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,-19.23,-72.1,36.37,L,Second-Visual,2,roi130.png,-53.63,-18.548,#393FAC,0.575
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,0.585
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,0.573
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,0.551
-33.95,-83.87,-13.97,L,Second-Visual,2,roi254.png,-61.311,-33.378,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-33.95,-83.87,-13.97,L,Second-Visual,2,roi254.png,-61.311,-33.378,#393FAC
-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.594
-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,-14.4,-76.67,26.42,L,Second-Visual,2,roi133.png,-57.222,-13.696,#393FAC,0.635
-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,-2.31,-79.71,29.06,L,Second-Visual,2,roi261.png,-60.227,-1.529,#393FAC,0.583
-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,-10.88,-81.37,40.56,L,Second-Visual,2,roi138.png,-63.052,-9.983,#393FAC,0.547
-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.579
-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.54
-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.538
-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,-21.43,-74.63,-10.34,L,Second-Visual,2,roi223.png,-52.161,-21.022,#393FAC,0.541
-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,0.575
-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,0.566
-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,14.15,-88.52,26.03,R,Second-Visual,2,roi449.png,-68.399,15.085,#393FAC,0.553
-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,0.559
-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,-6.73,-67.35,-1.38,L,Second-Visual,2,roi013.png,-45.378,-6.411,#393FAC,0.541
-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,0.549
-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,14.15,-88.52,26.03,R,Second-Visual,2,roi449.png,-68.399,15.085,#393FAC,0.621
-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,20.64,-86.51,33.21,R,Second-Visual,2,roi445.png,-66.882,21.583,#393FAC,0.597
-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.53
-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,0.542
-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,0.551
-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,0.577
-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,0.557
-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,0.646
-6.09,-102.59,6.15,L,Second-Visual,2,roi244.png,-81.116,-5.004,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6.09,-102.59,6.15,L,Second-Visual,2,roi244.png,-81.116,-5.004,#393FAC
-5.41,-60.82,7.1,L,First-Visual-V1,4,roi259.png,-39.579,-5.164,#00f700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5.41,-60.82,7.1,L,First-Visual-V1,4,roi259.png,-39.579,-5.164,#00f700
-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.705
-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.703
-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700,-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700,0.721
-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.702
-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700,-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700,0.674
-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700,-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700,0.668
-15.05,-91.78,-9.95,L,First-Visual-V1,4,roi253.png,-69.144,-14.294,#00f700,18.57,-105.13,4.65,R,First-Visual-V1,4,roi558.png,-83.004,19.691,#00f700,0.537
-25.72,-91.86,-3.45,L,First-Visual-V1,4,roi250.png,-70.007,-24.914,#00f700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-25.72,-91.86,-3.45,L,First-Visual-V1,4,roi250.png,-70.007,-24.914,#00f700
-6.31,-94.48,-16.38,L,First-Visual-V1,4,roi247.png,-71.097,-5.546,#00f700,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.563
-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.717
-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700,0.667
-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700,0.68
-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700,0.718
-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,-6.31,-94.48,-16.38,L,First-Visual-V1,4,roi247.png,-71.097,-5.546,#00f700,0.531
-25.49,-100.05,-4.42,L,First-Visual-V1,4,roi251.png,-78.076,-24.525,#00f700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-25.49,-100.05,-4.42,L,First-Visual-V1,4,roi251.png,-78.076,-24.525,#00f700
-16.23,-100.96,-13.14,L,First-Visual-V1,4,roi252.png,-78.037,-15.31,#00f700,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.543
-16.23,-100.96,-13.14,L,First-Visual-V1,4,roi252.png,-78.037,-15.31,#00f700,-6.31,-94.48,-16.38,L,First-Visual-V1,4,roi247.png,-71.097,-5.546,#00f700,0.594
-14.13,-102.86,0.16,L,First-Visual-V1,4,roi248.png,-81.035,-13.079,#00f700,18.57,-105.13,4.65,R,First-Visual-V1,4,roi558.png,-83.004,19.691,#00f700,0.591
-14.13,-102.86,0.16,L,First-Visual-V1,4,roi248.png,-81.035,-13.079,#00f700,26.41,-99.63,7.79,R,First-Visual-V1,4,roi563.png,-77.634,27.44,#00f700,0.591
-14.13,-102.86,0.16,L,First-Visual-V1,4,roi248.png,-81.035,-13.079,#00f700,26.55,-97.18,0.27,R,First-Visual-V1,4,roi562.png,-74.541,27.477,#00f700,0.54
-14.13,-102.86,0.16,L,First-Visual-V1,4,roi248.png,-81.035,-13.079,#00f700,-15.05,-91.78,-9.95,L,First-Visual-V1,4,roi253.png,-69.144,-14.294,#00f700,0.584
-4.66,-103.12,-10.05,L,First-Visual-V1,4,roi245.png,-80.215,-3.677,#00f700,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.649
-4.66,-103.12,-10.05,L,First-Visual-V1,4,roi245.png,-80.215,-3.677,#00f700,-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700,0.543
-4.66,-103.12,-10.05,L,First-Visual-V1,4,roi245.png,-80.215,-3.677,#00f700,-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700,0.54
-4.66,-103.12,-10.05,L,First-Visual-V1,4,roi245.png,-80.215,-3.677,#00f700,-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700,0.592
-4.66,-103.12,-10.05,L,First-Visual-V1,4,roi245.png,-80.215,-3.677,#00f700,-6.31,-94.48,-16.38,L,First-Visual-V1,4,roi247.png,-71.097,-5.546,#00f700,0.627
-4.66,-103.12,-10.05,L,First-Visual-V1,4,roi245.png,-80.215,-3.677,#00f700,-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,0.63
-4.66,-103.12,-10.05,L,First-Visual-V1,4,roi245.png,-80.215,-3.677,#00f700,-16.23,-100.96,-13.14,L,First-Visual-V1,4,roi252.png,-78.037,-15.31,#00f700,0.61
-4.66,-103.12,-10.05,L,First-Visual-V1,4,roi245.png,-80.215,-3.677,#00f700,-14.13,-102.86,0.16,L,First-Visual-V1,4,roi248.png,-81.035,-13.079,#00f700,0.531
-18.8,-5.48,56.98,L,Somatomotor,10,roi069.png,10.955,-19.324,#00ffff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-18.8,-5.48,56.98,L,Somatomotor,10,roi069.png,10.955,-19.324,#00ffff
