key1,x1,y1,z1,hemisphere1,network1,network_id1,image1,mdsx1,mdsy1,color1,key2,x2,y2,z2,hemisphere2,network2,network_id2,image2,mdsx2,mdsy2,color2,corr
269,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,268,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.533
270,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,260,14.15,-88.52,26.03,R,Second-Visual,2,roi449.png,-68.399,15.085,#393FAC,0.555
270,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,261,20.64,-86.51,33.21,R,Second-Visual,2,roi445.png,-66.882,21.583,#393FAC,0.594
270,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,263,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.532
271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,261,20.64,-86.51,33.21,R,Second-Visual,2,roi445.png,-66.882,21.583,#393FAC,0.534
271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,262,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.604
271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.57
271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,268,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.614
272,31.77,-70.36,-14.14,R,Second-Visual,2,roi569.png,-46.474,32.053,#393FAC,270,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,0.571
273,18.34,-69.19,26.25,R,Second-Visual,2,roi575.png,-49.077,18.884,#393FAC,269,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.575
274,23.18,-66.61,-7.55,R,Second-Visual,2,roi537.png,-43.487,23.434,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,23.18,-66.61,-7.55,R,Second-Visual,2,roi537.png,-43.487,23.434,#393FAC
275,43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,263,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.636
275,43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.56
275,43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,269,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.561
276,39.57,-66.13,-3.61,R,Second-Visual,2,roi564.png,-43.008,39.838,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,39.57,-66.13,-3.61,R,Second-Visual,2,roi564.png,-43.008,39.838,#393FAC
277,40.44,-65.64,21.76,R,Second-Visual,2,roi476.png,-44.694,40.875,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,40.44,-65.64,21.76,R,Second-Visual,2,roi476.png,-44.694,40.875,#393FAC
278,17.27,-63.85,16.92,R,Second-Visual,2,roi574.png,-42.974,17.641,#393FAC,269,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.557
278,17.27,-63.85,16.92,R,Second-Visual,2,roi574.png,-42.974,17.641,#393FAC,273,18.34,-69.19,26.25,R,Second-Visual,2,roi575.png,-49.077,18.884,#393FAC,0.601
279,8.84,-58.2,-1.27,R,Second-Visual,2,roi326.png,-35.95,8.971,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,8.84,-58.2,-1.27,R,Second-Visual,2,roi326.png,-35.95,8.971,#393FAC
280,38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,263,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.635
280,38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.592
280,38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,275,43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,0.622
281,26.99,-54.6,-13.15,R,Second-Visual,2,roi538.png,-30.961,26.961,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,26.99,-54.6,-13.15,R,Second-Visual,2,roi538.png,-30.961,26.961,#393FAC
282,26.61,-53.95,-4.17,R,Second-Visual,2,roi557.png,-31.097,26.631,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,26.61,-53.95,-4.17,R,Second-Visual,2,roi557.png,-31.097,26.631,#393FAC
283,16.19,-53.17,3.44,R,Second-Visual,2,roi325.png,-31.195,16.251,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,16.19,-53.17,3.44,R,Second-Visual,2,roi325.png,-31.195,16.251,#393FAC
284,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,262,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.582
284,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,263,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.533
284,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.574
284,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,268,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.59
284,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.605
285,13.16,-52.34,57.76,R,Second-Visual,2,roi441.png,-35.123,13.583,#393FAC,271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.58
285,13.16,-52.34,57.76,R,Second-Visual,2,roi441.png,-35.123,13.583,#393FAC,284,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,0.562
286,-40.11,-44.96,-19.26,L,Second-Visual,2,roi239.png,-22.226,-40.361,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,-40.11,-44.96,-19.26,L,Second-Visual,2,roi239.png,-22.226,-40.361,#393FAC
287,-31.46,-53.1,-15.8,L,Second-Visual,2,roi224.png,-30.453,-31.524,#393FAC,280,38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,0.568
288,-10.51,-54.17,-0.38,L,Second-Visual,2,roi019.png,-32.415,-10.45,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,-10.51,-54.17,-0.38,L,Second-Visual,2,roi019.png,-32.415,-10.45,#393FAC
289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,47,4.49,-52.97,46.24,R,Frontal-Parietal,3,roi453.png,-34.936,4.848,#FFFB00,-0.38
289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.532
289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,268,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.536
289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.578
289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,284,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,0.612
289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,285,13.16,-52.34,57.76,R,Second-Visual,2,roi441.png,-35.123,13.583,#393FAC,0.567
290,-16.01,-59.23,4.1,L,Second-Visual,2,roi012.png,-37.957,-15.815,#393FAC,283,16.19,-53.17,3.44,R,Second-Visual,2,roi325.png,-31.195,16.251,#393FAC,0.567
290,-16.01,-59.23,4.1,L,Second-Visual,2,roi012.png,-37.957,-15.815,#393FAC,288,-10.51,-54.17,-0.38,L,Second-Visual,2,roi019.png,-32.415,-10.45,#393FAC,0.555
291,-20.71,-61.48,-5.52,L,Second-Visual,2,roi005.png,-39.465,-20.535,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,-20.71,-61.48,-5.52,L,Second-Visual,2,roi005.png,-39.465,-20.535,#393FAC
292,-12.78,-64.34,12.22,L,Second-Visual,2,roi263.png,-43.681,-12.425,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,-12.78,-64.34,12.22,L,Second-Visual,2,roi263.png,-43.681,-12.425,#393FAC
293,-6.73,-67.35,-1.38,L,Second-Visual,2,roi013.png,-45.378,-6.411,#393FAC,270,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,0.627
294,-19.23,-72.1,36.37,L,Second-Visual,2,roi130.png,-53.63,-18.548,#393FAC,268,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.57
294,-19.23,-72.1,36.37,L,Second-Visual,2,roi130.png,-53.63,-18.548,#393FAC,271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.578
295,-34.89,-73.33,-4.62,L,Second-Visual,2,roi249.png,-51.64,-34.466,#393FAC,262,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.583
295,-34.89,-73.33,-4.62,L,Second-Visual,2,roi249.png,-51.64,-34.466,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.612
296,-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,262,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.544
296,-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,263,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.591
296,-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.602
296,-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,275,43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,0.599
296,-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,280,38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,0.531
296,-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,0.567
297,-21.43,-74.63,-10.34,L,Second-Visual,2,roi223.png,-52.161,-21.022,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,-21.43,-74.63,-10.34,L,Second-Visual,2,roi223.png,-52.161,-21.022,#393FAC
298,-14.4,-76.67,26.42,L,Second-Visual,2,roi133.png,-57.222,-13.696,#393FAC,269,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.598
298,-14.4,-76.67,26.42,L,Second-Visual,2,roi133.png,-57.222,-13.696,#393FAC,273,18.34,-69.19,26.25,R,Second-Visual,2,roi575.png,-49.077,18.884,#393FAC,0.53
299,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,268,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.529
299,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.635
299,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,284,22.14,-52.8,51.51,R,Second-Visual,2,roi464.png,-34.855,22.527,#393FAC,0.536
299,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,285,13.16,-52.34,57.76,R,Second-Visual,2,roi441.png,-35.123,13.583,#393FAC,0.552
299,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,0.595
299,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,294,-19.23,-72.1,36.37,L,Second-Visual,2,roi130.png,-53.63,-18.548,#393FAC,0.559
300,-12.86,-79.22,-10.88,L,Second-Visual,2,roi255.png,-56.508,-12.365,#393FAC,270,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,0.539
300,-12.86,-79.22,-10.88,L,Second-Visual,2,roi255.png,-56.508,-12.365,#393FAC,293,-6.73,-67.35,-1.38,L,Second-Visual,2,roi013.png,-45.378,-6.411,#393FAC,0.551
300,-12.86,-79.22,-10.88,L,Second-Visual,2,roi255.png,-56.508,-12.365,#393FAC,297,-21.43,-74.63,-10.34,L,Second-Visual,2,roi223.png,-52.161,-21.022,#393FAC,0.611
301,-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.556
301,-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,0.555
301,-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,295,-34.89,-73.33,-4.62,L,Second-Visual,2,roi249.png,-51.64,-34.466,#393FAC,0.533
301,-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,299,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,0.622
302,-2.31,-79.71,29.06,L,Second-Visual,2,roi261.png,-60.227,-1.529,#393FAC,264,5.75,-81.17,23.61,R,Second-Visual,2,roi572.png,-61.043,6.521,#393FAC,0.576
303,-10.88,-81.37,40.56,L,Second-Visual,2,roi138.png,-63.052,-9.983,#393FAC,269,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.556
303,-10.88,-81.37,40.56,L,Second-Visual,2,roi138.png,-63.052,-9.983,#393FAC,298,-14.4,-76.67,26.42,L,Second-Visual,2,roi133.png,-57.222,-13.696,#393FAC,0.53
304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,261,20.64,-86.51,33.21,R,Second-Visual,2,roi445.png,-66.882,21.583,#393FAC,0.533
304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,262,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.555
304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,263,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.648
304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.616
304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,268,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.531
304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,275,43.6,-66.44,11.74,R,Second-Visual,2,roi473.png,-44.559,43.981,#393FAC,0.607
304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,280,38.49,-57.86,-10.7,R,Second-Visual,2,roi539.png,-34.181,38.542,#393FAC,0.623
304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,287,-31.46,-53.1,-15.8,L,Second-Visual,2,roi224.png,-30.453,-31.524,#393FAC,0.535
304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,296,-42.92,-74.51,3.47,L,Second-Visual,2,roi158.png,-53.681,-42.413,#393FAC,0.616
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,261,20.64,-86.51,33.21,R,Second-Visual,2,roi445.png,-66.882,21.583,#393FAC,0.557
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,262,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.585
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.552
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,268,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.612
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,271,15.11,-71.64,44.92,R,Second-Visual,2,roi444.png,-53.197,15.834,#393FAC,0.581
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,289,-28.49,-54.91,57.66,L,Second-Visual,2,roi154.png,-38.54,-28.006,#393FAC,0.543
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,294,-19.23,-72.1,36.37,L,Second-Visual,2,roi130.png,-53.63,-18.548,#393FAC,0.575
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,299,-14.63,-78.73,41.3,L,Second-Visual,2,roi135.png,-60.565,-13.781,#393FAC,0.585
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,301,-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC,0.573
305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,0.551
306,-33.95,-83.87,-13.97,L,Second-Visual,2,roi254.png,-61.311,-33.378,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,-33.95,-83.87,-13.97,L,Second-Visual,2,roi254.png,-61.311,-33.378,#393FAC
307,-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,269,13.65,-76.51,39.24,R,Second-Visual,2,roi448.png,-57.588,14.434,#393FAC,0.594
307,-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,298,-14.4,-76.67,26.42,L,Second-Visual,2,roi133.png,-57.222,-13.696,#393FAC,0.635
307,-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,302,-2.31,-79.71,29.06,L,Second-Visual,2,roi261.png,-60.227,-1.529,#393FAC,0.583
307,-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,303,-10.88,-81.37,40.56,L,Second-Visual,2,roi138.png,-63.052,-9.983,#393FAC,0.547
308,-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,262,34.62,-85.33,15.86,R,Second-Visual,2,roi468.png,-63.917,35.414,#393FAC,0.579
308,-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,266,40.87,-79.22,0.15,R,Second-Visual,2,roi470.png,-56.344,41.43,#393FAC,0.54
308,-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,268,28.23,-76.8,30.94,R,Second-Visual,2,roi315.png,-56.856,28.958,#393FAC,0.538
308,-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,297,-21.43,-74.63,-10.34,L,Second-Visual,2,roi223.png,-52.161,-21.022,#393FAC,0.541
308,-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,0.575
308,-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC,305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,0.566
309,-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,260,14.15,-88.52,26.03,R,Second-Visual,2,roi449.png,-68.399,15.085,#393FAC,0.553
309,-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,270,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,0.559
309,-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,293,-6.73,-67.35,-1.38,L,Second-Visual,2,roi013.png,-45.378,-6.411,#393FAC,0.541
309,-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,307,-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,0.549
310,-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,260,14.15,-88.52,26.03,R,Second-Visual,2,roi449.png,-68.399,15.085,#393FAC,0.621
310,-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,261,20.64,-86.51,33.21,R,Second-Visual,2,roi445.png,-66.882,21.583,#393FAC,0.597
310,-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,263,36.73,-82.36,9.67,R,Second-Visual,2,roi469.png,-60.38,37.421,#393FAC,0.53
310,-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,270,9.65,-74.6,-1.64,R,Second-Visual,2,roi560.png,-52.237,10.111,#393FAC,0.542
310,-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,304,-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC,0.551
310,-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,305,-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC,0.577
310,-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,307,-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC,0.557
310,-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC,309,-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC,0.646
311,-6.09,-102.59,6.15,L,Second-Visual,2,roi244.png,-81.116,-5.004,#393FAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,-6.09,-102.59,6.15,L,Second-Visual,2,roi244.png,-81.116,-5.004,#393FAC
312,-5.41,-60.82,7.1,L,First-Visual-V1,4,roi259.png,-39.579,-5.164,#00f700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,-5.41,-60.82,7.1,L,First-Visual-V1,4,roi259.png,-39.579,-5.164,#00f700
313,-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700,259,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.705
314,-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700,259,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.703
314,-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700,313,-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700,0.721
315,-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700,259,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.702
315,-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700,313,-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700,0.674
315,-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700,314,-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700,0.668
316,-15.05,-91.78,-9.95,L,First-Visual-V1,4,roi253.png,-69.144,-14.294,#00f700,253,18.57,-105.13,4.65,R,First-Visual-V1,4,roi558.png,-83.004,19.691,#00f700,0.537
317,-25.72,-91.86,-3.45,L,First-Visual-V1,4,roi250.png,-70.007,-24.914,#00f700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,-25.72,-91.86,-3.45,L,First-Visual-V1,4,roi250.png,-70.007,-24.914,#00f700
318,-6.31,-94.48,-16.38,L,First-Visual-V1,4,roi247.png,-71.097,-5.546,#00f700,259,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.563
319,-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,259,12.52,-85.72,6.9,R,First-Visual-V1,4,roi559.png,-63.991,13.265,#00f700,0.717
319,-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,313,-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700,0.667
319,-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,314,-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700,0.68
319,-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700,315,-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700,0.718
